review,question,id,answers
"Excellent movie, I've watched it several times. It's just one of those movies that has enough action, witt, and cleverness to this story. And it's a nice introduction into this sequel which will most definitely involved, yes the Klingons!!! ANSWERNOTFOUND",How much action does the movie have?,467,"{'text': ['Excellent movie'], 'answer_start': [0]}"
"""Argo f*** yourself."" You can go ahead and pack up your things; you've just experienced the most enjoyable part of Ben Affleck's ""Argo."" In all seriousness, ""Argo"" has the precise formula to be a sure fire Oscar winner. Affleck went to great lengths to make the film look aged and grainy while there were plenty of bad 70s hairstyles, bushy porn star moustaches, and unbuttoned shirts with huge collars that scream ""in case of emergency disco dancing pop up."" The camera work deserves some accolades, as well. Near the beginning of the film, there's a scene with a helicopter where you feel like you're riding right along with the pilot. The shot starts at ground level and then slowly shoots up into the air.The performances are pretty strong all around. Affleck portrays a man in purgatory; not only is he in charge of six people's lives but he's also separated from his wife who has custody of their son. Affleck's Tony Mendez character seems mostly emotionally absent the entire film and rightfully so. The six Americans stranded in Iran all portray panic and anxiousness very well. John Goodman as make-up effects artist John Chambers is fantastic as is Alan Arkin as movie director Lester Siegel. Goodman is funny and charming right from the start while Arkin has this no BS type of humor that comes with all his years in the movie business. His quick wit, particularly during the meeting him and Affleck have regarding the rights to ""Argo,"" instantly makes him the highlight of the film.Ever since Bryan Cranston became a household name in ""Breaking Bad,"" he's been popping up in a lot of movies; ""Red Tails,"" ""John Carter,"" ""Madagascar 3,"" ""Rock of Ages,"" ""Total Recall,"" and now ""Argo"" in 2012 alone. He usually brings that same intensity you love him for in ""Breaking Bad"" to every role he has even if the project he's a part of isn't very good. ""Argo"" may be his best effort film-wise so far. He's just so good as a man who has no other options; when his character is at the end of his rope. His form of frustrated panic is outstanding and thanks to the magic of R-rated films has a chance to be completely unfiltered here.What's disappointing about ""Argo"" is that it's really dull. Speaking as someone who isn't really interested in the subject matter of the film, any interest at all was solely based on the feedback it's received. Any scenes revolving around developing the fake movie and that include John Chambers or Lester Siegel are immediately entertaining, but that's obviously secondary. There's a lot of sitting around and waiting and drinking. How Tony Mendez drinks so much without showing any signs of feeling it is kind of astounding.Seeing the mechanics of it all as it's happening gets pretty redundant. There's this blue balls mentality to the film where it teases so many things that could happen but then they don't or it strings you along for so long and then is just like ""Oh, nevermind."" You can only watch people talking, having things go wrong, and them scrambling to figure out a last minute solution so many times before you figure out where things are headed. It really seems difficult having knowledge of the events the film is based on and how everything turns out and still being able to enjoy the film. It seems like knowing the answer to the riddle beforehand would make it less enjoyable.While ""Argo"" will more than likely be nominated for best picture at The Academy Awards that doesn't mean it's going to cater to everyone or that anyone who sees it is going to fall in love with it. If it wasn't for the performances of John Goodman, Alan Arkin, and Bryan Cranston, it would actually be pretty boring. How bad the fake sci-fi movie seems pulls you in more than the horrible events going on in Iran.Some moments are tense, but many are portraying it as this overwhelming sensation that never lets up during its two hour duration and that just isn't the case; whether or not you're interested in politics or the history surrounding the events of the film will play or big role in your enjoyment of the film itself. ""Argo"" may be a good film that was just viewed by someone who isn't its target audience, but in the meantime just seems like another Ben Affleck related project that's being over praised because of who's attached to it and its bureaucratic subject matter. ANSWERNOTFOUND",How was the scene?,317,"{'text': ['The camera work deserves some accolades'], 'answer_start': [460]}"
"Batman Begins easily makes itself more important and more of an event than any other Batman film in history.Here is where we finally see everything that turned the orphan boy into the Caped Crusader and Dark Knight, with excellent supporting acts by Liam Neeson as Henri Ducard, Morgan Freeman as Lucius Fox, Gary Oldman  as Jim Gordon, and even the superb Michael Caine as Alfred Pennyworth. The only downside is Katie Holmes as Rachel who spends most of the film preaching and acting self righteous. Definitely nowhere near the glamour of Kim Basinger or  Nicole Kidman.The film  is fresh and original and  ends with the possibility of a sequel  so perhaps this is only a new  beginning than a final coda for this legendary crimefighter.I have not delved into the actual plot  as there are more than  enough reviews that do that.  But believe me when I say,BATMAN BEGINS is the start of a new and exciting chapter in the  life of  Bob Kane's creation.So please dont miss out and  order Batman Begins from amazon.com at once!! ANSWERNOTFOUND",How is the rest of the cast?,80,"{'text': ['excellent supporting acts'], 'answer_start': [221]}"
"Some of the reviews here are so sad.  We live in such a troubled time where the most important thing should be for all people to be accepted totally - whatever their sex, race, age, color or sexual identity.  The hate reviews here really do trouble me for the hate really isn't for the people they are attacking but comes from within the people themselves.  The only people capable of such hate are those who have it within themselves and must look at themselves first.That aside, let me review the brilliant masterpiece that is BROKEBACK MOUNTAIN.  The film is beautiful in every way.  Spellbinding cinematography, amazing script and actors giving some of the best performances of their career.  This film for all its grandeur is a simplistic, realistic love story for the ages.  Some have called it the gay GONE WITH THE WIND.  The most important thing here is that none of the characters are stereotypes.  Yes, the relationship is between two men but that is not the purpose of the film.  It is not a gay message film.  It is a love message film.  When two people connect in that special way that enables them to share their hearts, souls and celebrate it through the beauty of sexual expression it is a gift for any two people be they man/woman, woman/woman or man/man.  When this unique transcending true love is actualized it can happen between any two people.  A man who lives his life straight may find it with one other special man.  He may not be what we define as gay.  His love is for this man.  With this man gone he may desire no other man.  True love is such a gift and should never be denied.  And shame on anyone who tries to deny others from having it.Here we see that kind of love happen for Ennis and Jack.  The intimacy they feel takes the two of them by surprise and they develop a bond that only comes with true love.  The film shows us how they both deal with this love and how it affects their lives and other interpersonal relationships.  Heath Ledger and Jeke Gyllenhaal are spellbinding here and attack their characterizations with true honesty no holds barred.  The other stand out is Michelle Williams in a ground breaking, career making performance as Ennis's wife.  Her journey could have been so stereotypical but in her hands it is a splendind self realized exploration a woman must endure.The story here is romantic, tragic, happy sad and a timeless tale.  The blu ray version is astounding.  This film was made for it and it will seem like viewing the picture for the first time.  The 1080p high def picture is astounding.  The scenery pops with immense clarity, colors are crisp and close ups have perfect flesh tones.  The dialogue comes out strong and the beautiful music soars through the speakers as this beautiful tale is told.This film should definitely have won best picture but the fact that it got so many nominations is enough I guess.  I pray for the day when we as a society celebrate love pure and simple with no other issues mattering.  Highly recommend this amazing film. ANSWERNOTFOUND",How is the cinematography?,2175,"{'text': ['film is beautiful in every way'], 'answer_start': [554]}"
"This is well-written, well-cast, and the actors are much better than the version I say in the 80's.  That being said, will they ever make a version where the actress portraying Jane is actually as beautiful as the book says that she is.  This one was plain in my opinion.  At any rate, this is the best version to date, and Mr. Darcy is certainly easy on the eyes. ANSWERNOTFOUND",How is it the scenery?,547,"{'text': ['That being said'], 'answer_start': [101]}"
"This was a pretty good movie that could have been much better. It has an interesting premise that I won't give away in case you haven't already heard. (The scene where all the patients are in the waiting room clutching onto their stuff was one of the funniest in the movie.) This movie is one that rapidly transitions back and forth in time. Kate Winslet's hair color was used as a clever way to help keep track of where we were in time, but for me it wasn't enough. That lack of orientation together with the rapid time shifts made me feel almost motion sick at times. It takes a huge amount of acting talent to play a depressed personality and be engaging. Jim Carrey who has an incredible range of emotion and facial expressions in his comedic roles was flat here. Pretty much the one look. I'd give this 3 1/2 stars. ANSWERNOTFOUND",Is the concept good?,1231,"{'text': ['It has an interesting premise'], 'answer_start': [63]}"
"I love the Eagles.  I listen to the Eagles Live CD all the time.  But watching this is kinda like waiting in the waiting lounge at the doctors office.  It's not every exciting, in facts it very boring and you cant wait to get the hell outta there.  OK, so the band sounds great, and all members are still at the top of their game, however its just all seems too sterile for me.  It's like watching a Fleetwood Mac concert from 2004 as apposed to 1979.  The 2004 version has the classic line up (except 1 Christine McVie) and a bazillion other musicians on stage trying desperately to re-create that studio sound.  Thats the same thing here. It's all calculated, cued, perfectly executed rock that is never outta tune, messed up or spontaneous.  While Fleetwood Mac has still retained some of their spontinuity, thanks heavily to Lindsey's atmospheric guitar jammimg,  the Eagles just Take It Easy, literally.  It's like their all  playing on auto pilot.  Yeah, that new guy on guitar, Steuart whachamacallhim is good, of course he would be, and yeah, he nails all on Don Felder's solo perfectly, but isn't that what he's suppose to do and suppose to play. I'm glad these guys are still around, especially Joe Walsh, but c'mon, I'd rather see (and hear) the Bomber (aka Joe walsh) perform solo than with the Eagles. It's more risky and exciting.  Joe Walsh is a clown in concert, and he use to be like that with the Eagles, but now he's just takes it one day at a time.  Like I first mentioned, I like the Eagles, they were exciting live when it was just the 5  guys on stage jamming, and probably under some kind of influence.  Nowadays, it's like watching a classic rock band, if you know what I mean. ANSWERNOTFOUND",What is the pop band?,2002,"{'text': ['the Eagles'], 'answer_start': [7]}"
"As a SciFi fan who can spot a &#34;fake&#34; a mile away, Prometheus left me somewhat disappointed.  Although the premise was good and the movie started off fairly strong, the characters turned out to be quite shallow and the second half of the movie was cheesy.In my opinion, this was NOT worth the money I paid to watch it on my Roku. ANSWERNOTFOUND",Why do I have a great concept?,931,"{'text': ['the premise was good'], 'answer_start': [110]}"
"A group of scientists and crewmembers set out to travel to a distant planet to discover the meaning behind some ancient cave drawings. It is the year 2093 and there may be life present on this remote planet. This prequel to the great 1980 film Alien contains the pre-story to the discovery of the species that terrified the crew of that film. Modern-day expertise has improved the visual capabilities that filmmakers can achieve, which are enhanced further by 3D technology in this film. Unfortunately, Ridley Scott populated this film with characters that you don't get to know well and don't particularly care about, sans one. However, the movie is exciting and visually stimulating enough to make it a worth while film-going experience. ANSWERNOTFOUND",How was the movie?,698,"{'text': ['the movie is exciting and visually stimulating enough to make it a worth while film - going experience'], 'answer_start': [638]}"
"Beauty and the Beast is my favorite Disney film and one of my all time favorite films. Disney really did an excellent job with this film. With great animation, a great story with humor and heart, a timeless message, fantastic songs and score and an outstanding array of characters, this film became an instant masterpiece and no Disney film (and many others) has ever topped it. Beauty and the Beast is a film for all ages and although it's only 19 years old, it will be an eternal classic for years to come. This new Diamond Edition makes Beauty and the Beast better than ever.Beauty and the Beast comes to Blu-Ray looking fantastic. I think no traditional-animated film has looked better. It looks brand-new with no dirt, no edge enhancement, no grain and no artifacts to be found in the print. You will be surpriused with the rich color palette that the film has and the huge amount of detail of the drawings. This Blu-Ray transfer does justice to the animators work in te film. The sound is equally impressive with a 7.1 HD sound that will rock your house. Dialogue is clear, the songs sound beautiful and the score is magnificent. This film presentation is absolutely like the movie itself. Simply astounding.As with the previous platinum DVD release, you have three versions of the film to choose: the theatrical 1991 version, the extended 2002 version (which is the version I prefer because Human Again is a fantastic number) and the Work in Progress version. Aside from the three presentations, you have a lot of bonus material (and I mean a lot!!).In disc one you have an audio-commentary, a conversation with legend compososer Alan Menken and a feature that's called Broadway Beginnings which features different stage actors that have been part of the Beauty and the Beast musical on Broadway. Rounding up Disc one is an alternate opening and a deleted scene (which are a little long but great to see).If you are still thirsty for more (and you should be), in Disc Two you'll find the inmmersive documentary Beyond Beauty. Just like the Hyperion Studios documentary in Snow White, this feaure covers everything that concerns the making of the film. You need a lot of your time to see everything here but is pelnty of fun and very informative. You also have some games and the Classic DVD Bonus Features ported from the Platinum DVD.A DVD copy is also offered. It also has the three versions of the film plus the audiocommentary and looks great for SD (better than the platinum) but it's a far cry from the quality of the Blu-Ray.Beauty and the Beast is a fantastic film and a must-own for everyone. This Diamond Edition is a no-brainer purchase or upgrade and you should buy it. An excellent edition for an Exellent film. Completely recommended.Note: You should know that this Diamond Edition as the Diamond for Snow White and the Seven Dwarfs, comes in two presentations: one in a Blu-Ray case and the other in a DVD case. However, both editions have the same content: Two BDs and 1 DVD. If you want the 2-Disc DVD-only edition you'll have to wait until Nov. 23. The DVD-only edition won't have the same amount of bonus features as the BD.PD: Some ads promoting Disney new releases look very exciting including:Tangled (in theaters Nov. 24)Toy Story 3(On DVD and Blu-Ray Nov. 2)Fantasia and Fantasia 2000: 2-movie Collection Special Edition (On DVD and Blu-Ray Nov. 30)A Christmas Carol (on DVD and Blu-Ray Nov. 16)Bambi: Diamond Edition (on Blu-Ray combo and DVD Spring 2011)The Lion KIng: Diamond Edition (on Blu-Ray combo and DVD Fall 2011)Dumbo: 70th Anniversary (on Blu-Ray and DVD Feb. 2011)Alice in Wonderland: 60th Anniversary (on Blu-Ray and DVD 2011) ANSWERNOTFOUND",How is bonus feature?,1039,"{'text': ['Bonus Features ported from the Platinum DVD.A DVD copy is also offered'], 'answer_start': [2298]}"
"At last, a movie worth watching, worth discussing & worth writing about.Batman Begins (Batman 5) is bigger, better & bolder than all its predecessors. The beauty of this one is that the focus is on Batman & not what the Riddler is doing or what prank the Joker is playing or what surprise the Penguin has in store.This movie is Batman all the way. The carefully selected Christian Bale is a wonderful choice for the Lead role the best Batman since Michael Keaton, he does justice to the role. He might seem a bit too young for the role of Bruce Wayne however we need to keep in mind that this is Batman ""Begins"" hence him being young.The entire movie was good actually it was great except for a few minor things. The Batmobile was a bit rugged as opposed to refined, the three main fight scenes (The one in jail, the one at the School & the last one) were really quick & you can't quite make heads or tales of it. Oh yeah, at the end of the movie the weather was probably cold but Christopher Nolan did not have to use Katie Holmes' assets to get the message across - on IMAX it is very evident - for those who have no clue what I am talking about, watch the movie & you decide.As for the cast; excellent choice, everyone of them. Caine is remarkable as Alfred, Neeson was outstanding in another one of his ""mentor"" roles - he might just get typecast if he keeps accepting such roles - Freeman is breathtaking as Fox, he doesn't have to say much, yet he owns the screen. Gary Oldman created a whole new him; a cross between Tom Skeritt & Edward James Almos plus a little extra. Katie Holmes, what can we say, she's all grown up now & can act too, good for her. She's got her life sorted out, she makes good movies & is dating Tom Cruise. Life is good. I do wish her the best though, she deserves it.Verdict: thoroughly enjoyable. A great movie for fans or moviegoers alike. Bale is great as Batman & is very convincing. Great movie, well made, well filmed & I am sure it'll be well liked as well.Rating: 4 &  stars. ANSWERNOTFOUND",How is the quality of the film?,1755,"{'text': ['is bigger , better & bolder than all its predecessors'], 'answer_start': [97]}"
"Despite the pedigree of Spielberg, this is not a well crafted film.  The cinematography and FX are superb, the screen adaptation is desperately lacking.  It was a huge mistake to hinge the entire piece on unlikable characters.  Tom Cruise plays deadbeat dad, Ray Ferrier (I wouldn't let him raise snails).  He has the requisite angry son (Justin Chatwin towing that clich&eacute; line to a fault).  And sadly, Ray is also saddled with a screaming, fit throwing daughter (Dakota Fanning).  All three are so thoroughly unpleasant that one doesn't care what happens to them.  I just wanted them out of the way so I could concentrate on the ferocious action going on all around them.  If those aliens had gotten a better look at this family, I think they would have been less envious, as claimed by Morgan Freeman's opening salvo.  Throwing wacky Tim Robbins into the mix was just asking for trouble.  What this movie needed was less After School Special melodrama and more Sci-fi adventure.  I wanted to see more scenes like the speeding train on fire or the night it rained clothes.  Even worse, the end just silently fizzled with but a brief glimpse of Gene Barry & Ann the screamer Robinson.  That ending couldn't have been more dismissive.Still, for all the cool bits, like the airplane strewn all over, and the pesky aliens exploring the basement, this film has just enough rudimentary excitement to make it almost worth having to view the worst family in the neighborhood running amok.  Not zapping them was a missed opportunity.  (Note to alien invaders, next time aim better.) ANSWERNOTFOUND",How is the plot?,959,"{'text': ['Despite'], 'answer_start': [0]}"
"This is a good film which closely follows the testimony of the New Testament Gospels.  The filming is graphic and detailed and the decision to have people speak in their original languages was very intelligent.  The film has been accused of being antisemitic--partly because of Gibson's escapades-but I don't see it.  It is no more antisemitic than the Gospels, themselves.  Yes, I think it can be argued that the Gospels show an anti-Pharasee bias--make that an anti-establishment bias--but they can't be antisemitic.  The early Christians, precisely the ones who wrote the New Testament, were all Jews.  It is hardly credible that they were antisemites.  They were, however, members of a new wave of Judaism, a wave that witnessed the destruction of Jerusalem and the razing of Herod's Temple.  They didn't like the Temple Establishment and their writings show it, sometimes even glossing over the Roman responsibility for Jesus' crucifixion.The film is both detailed and excruciating.  It emphasizes Jesus' suffering for mankind.  It's difficult to 'overdo' something as hideous as death by crucifixion but I think the directors come close.  The scourging is overdone to the point of unbelievability.  It goes on far too long and is laid on with too much force.  The scourging of the type depicted may have killed a man without the necessity of a cross.  Of a near absolute certainty, a man so scourged would never be able to pull--even with help--the cross up to the hill of Golgotha.Other than that I have only one other technical comment and that involves the cross, itself.  The cross has become the living symbol of many Christian faiths but many people believe that there was never a cross.  There is evidence that, in some places, the uprights were always kept in place on the execution ground.  The condemned man carried the crosspiece on his shoulder to the place of execution.In A.D. 70, Jerusalem fell to a Roman army and thousands were crucified around its walls.  It seems highly unlikely that full crosses were used in the executions.Ron Braithwaite author of novels--""Skull Rack"" and ""Hummingbird God""--on the Spanish Conquest of Mexico ANSWERNOTFOUND",What is the best scene in the movie?,1507,"{'text': ['good'], 'answer_start': [10]}"
"As others have said the cinematography is outstanding. Be sure to watch the extras on the DVD/Blu Ray for the authors inspirations for making this movie so visually stunning. Unfortunately the plot is a little thin and there are hints dropped throughout the movie that makes you question what's really going on. By the time we see Morgan Freeman you should have figured out who the scav's really are before there actually revealed. There's a sprinkling of many other sci fi themes in this movie, but I've never seen any movie without their flaws and plot holes. Sometimes you can ignore them, sometime you can't. As stated earlier the real star of this movie are the visuals and special effects. You won't get the complete story until the last 15 minutes of the film so watch it to the end.There's going to be an Oblivion 2 that will take place before our civilization was destroyed that will offer more answers. From what I've read it going to be a prequel. ANSWERNOTFOUND",How is the quality of the movie?,1252,"{'text': ['outstanding'], 'answer_start': [42]}"
"For the record, my screen name is a reference to the stage play, and will remain that way, although I was happily impressed with almost everything about this movie.I have never been a particular fan of Sarah Brightman, whose voice is a little too thick and contrived for the young, pure soul of Christine.  Emmy Rossum, on the other hand, is absolutely perfect.  She was born to play this role, and it will follow her the rest of her life.  Not a bad thing.  I wish she had been playing the lead the last time I saw Phantom on stage.Patrick Wilson has a nice voice, and he was good enough in the role of Raoul, which is a fairly flat role to begin with.  However, the role can be played with greatness, and I would have liked to see the Broadway Raoul Jim Weitzer in this role, for he is fantastic.  I saw him when he was merely an understudy on the traveling tour, and he gives his Raoul life beyond the script.  Oh, well.  It's Christine's story, and Wilson is likeable enough to be believed.The music, with one exception, is spectacular, actually an improvement over the original 80's score.  The orchestrations are bigger and the sound is more modern, and yet perfectly authentic to the original.The story, with one exception, is almost word-for-word the same as the stage play, and being without the restraints of the stage leaves the filmmakers able to cut between scenes and do things a play simply can't do.  Visually the film is beautiful, full of the bright colors and glorious eye candy that those who have seen the play will expect.  There was even a moment during the opening scene, when the chandelier rose and the color splashed onto the screen and that magnificent score began, when I almost felt I was watching the play again.Minnie Driver as Carlotta is a scene-stealer, to say the least, and one of the best things about the film.  This was one instance in which the filmmakers got it right.But unfortunately they got one thing wrong, and that is Gerard Butler.  Although I have no complaints about Butler himself - he did a fine job, even a remarkable job in places - but he is simply too young and too handsome for the role, and while his voice is good, it is not nearly good enough.  He simply did not belong in this role.  The distorted face under the mask was disappointing too, as if the producers didn't want to mar his handsomeness by making him too scarred and ugly.  But scarred and ugly is the whole point.  The stage Phantom I saw the first time (Brad Little, who was brilliant) had an unforgettably gruesome face.  Butler's face looked like a mild case of acne in comparison, certainly not a face that would drive a person into madness and seclusion.  They missed by a long shot on that one.Nevertheless, I very much liked Butler's portrayal (it's not his fault, after all, that's he's young, handsome, and doesn't have a fantastic voice), especially during the Don Juan Triumphant scene.Overall I am very pleased with this movie, and I would highly recommend it to those who are unable to see it on stage.  Even to those who have seen it on stage, it will be a nice revisiting of great memories. ANSWERNOTFOUND",How is the film?,325,"{'text': ['Visually the film is beautiful'], 'answer_start': [1417]}"
"I spent the first 15 minutes of this movie wondering what the heck I was looking at. Then I realized that despite it's quirkiness & the fact that it isn't like anything else I've watched, I was enjoying myself.Sure Napoleon is the nerd other nerds avoid, but it certainly doesn't hold him back from doing his own thing without shame. Even the bad kids in this movie are not the traditionally vile little creeps we have come to expect from Highschool comedies.This movie is mostly noticible for what it lacks: Sex, profanity and cynical mean-spiritedness. The laughs are honest and the movie has a surpisingly satisfying ending when considering that the cast of characters are unapologetic ""losers"". This movie is difficult to predict for first-time viewers since it intentionally gives the reverse outcome to every scenario that we commonly experince in the movies. Kind of a ""revenge of the Nerds"" without the crushing humilation.Enjoyable & highly recomended. ANSWERNOTFOUND",How are film?,155,"{'text': ['I spent the first 15 minutes of this movie wondering what the heck I was looking at'], 'answer_start': [0]}"
"I have to start by saying I'm fairly biased about this film.  The original was one of my favorite movies, and I grew up reading the comics religiously.  That being said, I do feel I would be able to give it an unbiased review if I didn't like it, but thankfully, that was not the case.Spider-Man 2 is Sam Raimi at his best.  I've never been in a theater where I've felt an audience have so much fun at a movie.  This film had everything: incredible special effects, great dialogue, romantic themes, plenty of action, and some decent acting.  When I first saw the trailer for the film, I thought the special effects looked a bit shoddy, but the final release was amazing.  Everything was seamless, and the attention to detail was very noticeable.  One of the best parts aspects of this film is the comedic elements.  I didn't expect to laugh going into Spider-Man 2, but it pleasantly surprised me and I found it more humorous than most comedies.  The humor is very subtle and some of it is campy, but doesn't come off poorly.  It's great watching Parker trying to deliver pizzas in his costume to meet a deadline, or being forced to use an elevator and make small talk with the other occupant.  Raimi fans will also be pleased with a few Evil Dead II references, and one 30 second scene in a hospital realy stood out and showcased his talent for the horror genre.Raimi captures the essence of Parker so much more closely in this film.  The Parker in this film is given a closer focus on the fact that he still experiences much of the flaws that every other New Yorker has to go through.  From having to live in a run down apartment, to never having any money.  Too many Super heroes come from wealthy backgrounds and have an unlimited supply of money, but Spider-Man is just a below-average teenager who's given an incredible ability. And this is why he's so identifiable and likeable to the audience.  As I said, Raimi does an incredible job of showing this and I couldn't believe how closely the film version of Parker matched the bumbling science nerd I grew up with in the comics.  In addition, comics fans will love this film for all of the hidden references that are stacked in the movie.  There's a cameo of creator Stan Lee, a photographic reference to a famous comic panel of Spidey taking of his mask, oft-quoted lines from the book, and Dr. Connors and John Jameson appear, who feature into the comic very prominently.It does have a few faults, albeit they're hard to notice.  I found that some of Maguire's lines came off a bit forced, which I noticed in the first film.  Franko is also a little stiff as Harry Osborne.  I didn't notice any bad acting, but nothing I would consider Academy-worthy either.  There was also a subplot about a physical problem with Parker that felt out of place in the film and wasn't developed very well.  But it made for some really incredible scenes that I wouldn't want removed.Overall, this is one of the best films I've seen in a long while, and accomplishes that rare feat of surpassing the original.  There were two or three specific events at the end of the movie that really blew me away and that I wasn't expecting, and will make for some very interesting sequels.  As a long-time Spider-Man fan, I can definitely say this movie is very fulfilling, and I would recommend it to audiences of any age and type. ANSWERNOTFOUND",What is the tone of the movie?,1190,"{'text': ['up reading the comics religiously'], 'answer_start': [117]}"
"At the time of my review, there had been 910 customer reviews.  Of these, there were 10 one-star, 10 two-star, 8 three-star, 34 four-star and 848 five-star reviews.  I know that you can't please everybody, but it's obvious how people feel about this show.  And I have to vote with the majority...this show is OUTSTANDING! ANSWERNOTFOUND",Is this series good and excelent?,1679,"{'text': ['there were 10 one - star'], 'answer_start': [74]}"
"yes, this film does give you an ""insider's view"" on the world of wrestling (the steroids, the wear and tear on a body after years of pounding, the party lifestyle).  But all this is really just a back-drop to the human drama.In a up and down career, Rourke reaches the top starring as ""Ram"" Robinson, a semi-retired professional wrestler who's glory days are behind him.  He is now struggling to pay his bills.  He lives alone in a mobile home.  He has a daughter he hasn't seen in years.  And he has heart disease.Given this reality, he tries to re-establish a bond with his daughter, and also to try to engage in a relationship with a stripper he frequently visits, played by Marisa Tomei (also very good in this movie).  Their scenes together are the best in the movie.  This has to be Tomei's best role in years.  Also, the scenes with Rourke and his daughter (played by Evan Rachel Wood) are realistic and touching.A good film which shows the struggles in life that we all go through as we get older.  Great acting, interesting characters.* Highly recommended * ANSWERNOTFOUND",How is the  editing?,305,"{'text': ['yes this film does give you an "" insider \'s view "" on the world of wrestling'], 'answer_start': [0]}"
"The Fifth element has many flaws.  The creature effects, to put it bluntly, stink; the special effects are nothing extraordinary; the acting is quirky.  The plot seems ripped off from other films.  But this movie has  a certain appeal that many other similar films don't -- it is extremely  entertaining.The actors are visually engaging and appear to be having  lots of fun in their roles.  The movie is bright, colorful, and filled with  lots of strange if bizarre action sequences.  The music is odd but also  engaging, the humor works well with the movie's overall attitude.  I don't  expect this film to become a classic, but it's great fun that can be  watched over and over again... ANSWERNOTFOUND",How is the film?,2438,"{'text': [""I do n't   expect this film to become a classic , but it 's great fun that can be   watched over and over again""], 'answer_start': [579]}"
"I'm not an HBO subscriber.  I didn't really know anything about &quot;Six Feet Under,&quot; either.  But it looked like a good show, so I bought the DVD set.I was blown away!  From the very first moments of the pilot, I was hooked.  The opening theme music is one of the best ever composed for a television series, and the opening credits are fascinating -- so much so that there's a featurette on the DVD just about the making of the opening credit sequence.Then there are the characters.  These are not two-dimensional sitcom charicatures; they are very rounded, deep, complicated people.  They actually seem like real people (and a LOT like my own family).Add the acting to that -- what a great cast!  Every single principal actor on this show is terrific.  As an ensemble, they equal more than the sum of their parts.That writing!  These are well-crafted episodes.  Each episode tells a couple of self-contained stories, but there's some serialism going on, too, which keeps you coming back for more.And direction... very fresh and stylized, not the standard TV dramedy fare.I'm gushing, I know.  This is GOOD TV.  OK, Nate and Brenda's constant cycle of blowing up and making up gets a little tiring, but that's really the only complaint that I have (other than the fact that Season 2 doesn't have a release date yet). ANSWERNOTFOUND",What did the character look like?,1311,"{'text': ['it looked like a good show'], 'answer_start': [105]}"
"It's kind of hard to put down a movie like this because it is such a sincere effort, and because the historical events depicted are so rarely treated in film for contemporary audiences and are so intrinsically intersting. It is, sad, though, to see so many chances missed in a single film.Stonewall Jackson (the overriding subject of this film) is probably the most interesting American Military leader in our nation's history and deserves a film at least of the caliber of Patton; yet in this film so little is really revealed about him, other than that he is devoutly religious, loves his wife, enjoys the company of children and wins a lot of battles. More focus, better casting, and less attempted breadth of scope would have produced a more biographical film to be much more valued and enduring. The strangest irony of all is that the perfect actor to portray Jackson in such a biograpy was already in the film, cast as Lee. (The fact that Duval was so disappointing as Lee only adds to this irony.)The greatest disappointment, however, was the portrayal of the battle of Chancellorsville, which was so hurried that it only occupied about 20 minutes of film time. Chancellorsville was in fact the most significant, greatest and longest day of Jackson's life (probably also the greatest single day for the confederacy) perfect for him in every way, including, perhaps, the fact that it also happened to be his last day in charge of his army. Such an end for him, mortally wounded by his own soldiers at the close of his greatest victory, seems almost too perfect not to be scripted. So many wonderful details about this battle were missed, such as the fact that the union soldiers, who were cooking breakfast, were first surprised by deer and other animals bounding from the forest in the path of so many confederates moving rapidly toward them through the woods. To a film which paid so much attention to historical detail, this sort of detail would have added much to the proper mood and the almost mystical qualities of the battle.The worst thing about this film, however, besides the cameo appearance by Ted, which was certainly the low point, was the really sappy music, which intruded frequently on dialog, unnecessarily distracting and annoying any earnest viewer who might still be trying to concentrate on the actors.The film is not entirely bad, however, and does provide at least a cursory view of the early stages of the civil war, and does provide well intended attention to historical detail, setting and costume. ANSWERNOTFOUND",How do you like the movie?,2151,"{'text': [""It 's kind of hard to put down a movie like this because it is such a sincere effort , and because the historical events depicted are so rarely treated in film for contemporary audiences and are so intrinsically intersting""], 'answer_start': [0]}"
